LATITUDE,LONGITUDE,TIME,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE
43.791945,-79.35809,392,Clear,Daylight,Dry,Pedestrian Collisions
43.791945,-79.35809,392,Clear,Daylight,Dry,Pedestrian Collisions
43.651245,-79.47549,880,Clear,Daylight,Dry,Pedestrian Collisions
43.651245,-79.47549,880,Clear,Daylight,Dry,Pedestrian Collisions
43.651245,-79.47549,880,Clear,Daylight,Dry,Pedestrian Collisions
43.648645,-79.38029,1019,Clear,Daylight,Dry,Cyclist Collisions
43.730645,-79.57539,1118,Clear,Daylight,Dry,Cyclist Collisions
43.730645,-79.57539,1118,Clear,Daylight,Dry,Cyclist Collisions
43.802045,-79.21779,1425,Clear,Dark,Dry,Pedestrian Collisions
43.802045,-79.21779,1425,Clear,Dark,Dry,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.634145,-79.47169,82,Rain,Dark,Wet,Pedestrian Collisions
43.672145,-79.49399,90,Rain,Dark,Wet,Pedestrian Collisions
43.672145,-79.49399,90,Rain,Dark,Wet,Pedestrian Collisions
43.672145,-79.49399,90,Rain,Dark,Wet,Pedestrian Collisions
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.751545,-79.26509,199,Clear,Dark,Dry,Angle
43.762045,-79.40829,1111,Clear,Daylight,Dry,Pedestrian Collisions
43.762045,-79.40829,1111,Clear,Daylight,Dry,Pedestrian Collisions
43.762045,-79.40829,1111,Clear,Daylight,Dry,Pedestrian Collisions
43.762045,-79.40829,1111,Clear,Daylight,Dry,Pedestrian Collisions
43.603245,-79.55459,6,Clear,Dark,Dry,Pedestrian Collisions
43.603245,-79.55459,6,Clear,Dark,Dry,Pedestrian Collisions
43.603245,-79.55459,6,Clear,Dark,Dry,Pedestrian Collisions
43.603245,-79.55459,6,Clear,Dark,Dry,Pedestrian Collisions
43.603245,-79.55459,6,Clear,Dark,Dry,Pedestrian Collisions
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.646245,-79.39149,210,Clear,Dark,Dry,SMV Unattended Vehicle
43.677645,-79.38059,123,Clear,Dark,Dry,Pedestrian Collisions
43.677645,-79.38059,123,Clear,Dark,Dry,Pedestrian Collisions
43.690145,-79.29309,1310,Clear,Dark,Dry,Rear End
43.690145,-79.29309,1310,Clear,Dark,Dry,Rear End
43.690145,-79.29309,1310,Clear,Dark,Dry,Rear End
43.735245,-79.59819,1270,Clear,Dark,Dry,Pedestrian Collisions
43.735245,-79.59819,1270,Clear,Dark,Dry,Pedestrian Collisions
43.801943,-79.199786,555,Clear,Daylight,Dry,Turning Movement
43.640445,-79.43729,645,Clear,Daylight,Dry,Pedestrian Collisions
43.684874,-79.316188,195,Snow,"Dark, artificial",Slush,SMV Other
43.663745,-79.49039,810,Clear,Daylight,Dry,Pedestrian Collisions
43.722345,-79.59789,1093,Rain,Dark,Wet,Pedestrian Collisions
43.721145,-79.57119,556,Clear,Daylight,Dry,Pedestrian Collisions
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.640445,-79.43729,645,Clear,Daylight,Dry,Pedestrian Collisions
43.744145,-79.40669,1110,Clear,Daylight,Dry,Turning Movement
43.795445,-79.41939,606,Clear,Daylight,Dry,Pedestrian Collisions
43.663745,-79.38409,1200,Clear,Dark,Dry,Pedestrian Collisions
43.801943,-79.199786,555,Clear,Daylight,Dry,Turning Movement
43.684874,-79.316188,195,Snow,"Dark, artificial",Slush,SMV Other
43.640445,-79.43729,645,Clear,Daylight,Dry,Pedestrian Collisions
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.789445,-79.25969,1394,Clear,Dark,Dry,Pedestrian Collisions
43.795445,-79.41939,606,Clear,Daylight,Dry,Pedestrian Collisions
43.663745,-79.49039,810,Clear,Daylight,Dry,Pedestrian Collisions
43.663745,-79.38409,1200,Clear,Dark,Dry,Pedestrian Collisions
43.734945,-79.25619,160,Clear,Dark,Dry,Pedestrian Collisions
43.684874,-79.316188,195,Snow,"Dark, artificial",Slush,SMV Other
43.640445,-79.43729,645,Clear,Daylight,Dry,Pedestrian Collisions
43.714645,-79.33529,1029,Clear,Daylight,Dry,Rear End
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.657845,-79.47909,465,Clear,Daylight,Dry,Pedestrian Collisions
43.663745,-79.38409,1200,Clear,Dark,Dry,Pedestrian Collisions
43.734945,-79.25619,160,Clear,Dark,Dry,Pedestrian Collisions
43.684874,-79.316188,195,Snow,"Dark, artificial",Slush,SMV Other
43.714645,-79.33529,1029,Clear,Daylight,Dry,Rear End
43.714545,-79.23159,664,Clear,Daylight,Dry,SMV Other
43.789445,-79.25969,1394,Clear,Dark,Dry,Pedestrian Collisions
43.652892,-79.406253,425,Other,"Dark, artificial",Wet,Pedestrian Collisions
43.714645,-79.33529,1029,Clear,Daylight,Dry,Rear End
43.699945,-79.40409,1105,Clear,Daylight,Dry,Angle
43.699945,-79.40409,1105,Clear,Daylight,Dry,Angle
43.699945,-79.40409,1105,Clear,Daylight,Dry,Angle
43.671145,-79.29429,1315,Clear,Dark,Dry,Pedestrian Collisions
43.671145,-79.29429,1315,Clear,Dark,Dry,Pedestrian Collisions
43.808945,-79.35899,1106,Clear,Daylight,Dry,Cyclist Collisions
43.808945,-79.35899,1106,Clear,Daylight,Dry,Cyclist Collisions
43.731545,-79.22519,1116,Clear,Daylight,Dry,Cyclist Collisions
43.731545,-79.22519,1116,Clear,Daylight,Dry,Cyclist Collisions
43.683245,-79.45599,1350,Clear,Dark,Dry,SMV Other
43.758545,-79.51119,10,Clear,Dark,Dry,Approaching
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.734945,-79.25619,160,Clear,Dark,Dry,Pedestrian Collisions
43.657845,-79.47909,465,Clear,Daylight,Dry,Pedestrian Collisions
43.683245,-79.45599,1350,Clear,Dark,Dry,SMV Other
43.683245,-79.45599,1350,Clear,Dark,Dry,SMV Other
43.683245,-79.45599,1350,Clear,Dark,Dry,SMV Other
43.683245,-79.45599,1350,Clear,Dark,Dry,SMV Other
43.665745,-79.38099,156,Clear,Dark,Dry,Pedestrian Collisions
43.665745,-79.38099,156,Clear,Dark,Dry,Pedestrian Collisions
43.639045,-79.34669,598,Clear,Daylight,Dry,Cyclist Collisions
43.639045,-79.34669,598,Clear,Daylight,Dry,Cyclist Collisions
43.639045,-79.34669,598,Clear,Daylight,Dry,Cyclist Collisions
43.665045,-79.411586,1125,Clear,Daylight,Dry,Cyclist Collisions
43.665045,-79.411586,1125,Clear,Daylight,Dry,Cyclist Collisions
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.615445,-79.55059,509,Clear,Daylight,Dry,Approaching
43.836545,-79.25119,845,Clear,Daylight,Dry,Turning Movement
43.836545,-79.25119,845,Clear,Daylight,Dry,Turning Movement
43.836545,-79.25119,845,Clear,Daylight,Dry,Turning Movement
43.811645,-79.26919,919,Clear,Daylight,Dry,Turning Movement
43.811645,-79.26919,919,Clear,Daylight,Dry,Turning Movement
43.811645,-79.26919,919,Clear,Daylight,Dry,Turning Movement
43.654545,-79.36949,950,Clear,Daylight,Dry,Cyclist Collisions
43.654545,-79.36949,950,Clear,Daylight,Dry,Cyclist Collisions
43.654545,-79.36949,950,Clear,Daylight,Dry,Cyclist Collisions
43.767545,-79.18169,1093,Clear,Daylight,Dry,Pedestrian Collisions
43.767545,-79.18169,1093,Clear,Daylight,Dry,Pedestrian Collisions
43.840445,-79.23489,1045,Clear,Daylight,Dry,Rear End
43.840445,-79.23489,1045,Clear,Daylight,Dry,Rear End
43.655045,-79.36209,1108,Clear,Dark,Dry,Pedestrian Collisions
43.655045,-79.36209,1108,Clear,Dark,Dry,Pedestrian Collisions
43.655045,-79.36209,1108,Clear,Dark,Dry,Pedestrian Collisions
43.649145,-79.39449,1304,Clear,Dark,Dry,Pedestrian Collisions
43.649145,-79.39449,1304,Clear,Dark,Dry,Pedestrian Collisions
43.649145,-79.39449,1304,Clear,Dark,Dry,Pedestrian Collisions
43.772345,-79.16079,1376,Clear,Dark,Dry,Pedestrian Collisions
43.772345,-79.16079,1376,Clear,Dark,Dry,Pedestrian Collisions
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.769845,-79.21869,999,Clear,Daylight,Dry,Approaching
43.672145,-79.41909,1000,Clear,Daylight,Dry,Turning Movement
43.672145,-79.41909,1000,Clear,Daylight,Dry,Turning Movement
43.780145,-79.24379,1260,Clear,Dark,Dry,Turning Movement
43.780145,-79.24379,1260,Clear,Dark,Dry,Turning Movement
43.780145,-79.24379,1260,Clear,Dark,Dry,Turning Movement
43.780145,-79.24379,1260,Clear,Dark,Dry,Turning Movement
43.780145,-79.24379,1260,Clear,Dark,Dry,Turning Movement
43.667345,-79.40069,1275,Clear,Dark,Dry,Cyclist Collisions
43.667345,-79.40069,1275,Clear,Dark,Dry,Cyclist Collisions
43.758345,-79.31299,815,Clear,Daylight,Dry,Pedestrian Collisions
43.758345,-79.31299,815,Clear,Daylight,Dry,Pedestrian Collisions
43.663245,-79.33019,1425,Clear,Dark,Dry,Pedestrian Collisions
43.663245,-79.33019,1425,Clear,Dark,Dry,Pedestrian Collisions
43.783845,-79.47009,129,Clear,Dark,Dry,SMV Other
43.783845,-79.47009,129,Clear,Dark,Dry,SMV Other
43.783845,-79.47009,129,Clear,Dark,Dry,SMV Other
43.783845,-79.47009,129,Clear,Dark,Dry,SMV Other
43.783845,-79.47009,129,Clear,Dark,Dry,SMV Other
43.641245,-79.43309,913,Clear,Daylight,Dry,Turning Movement
43.641245,-79.43309,913,Clear,Daylight,Dry,Turning Movement
43.655345,-79.41299,943,Clear,Daylight,Dry,Cyclist Collisions
43.655345,-79.41299,943,Clear,Daylight,Dry,Cyclist Collisions
43.655345,-79.41299,943,Clear,Daylight,Dry,Cyclist Collisions
43.797145,-79.30519,530,Clear,Daylight,Dry,Pedestrian Collisions
43.797145,-79.30519,530,Clear,Daylight,Dry,Pedestrian Collisions
43.722145,-79.33279,640,Clear,Daylight,Other,Pedestrian Collisions
43.722145,-79.33279,640,Clear,Daylight,Other,Pedestrian Collisions
43.789645,-79.25879,702,Clear,Daylight,Dry,Pedestrian Collisions
43.789645,-79.25879,702,Clear,Daylight,Dry,Pedestrian Collisions
43.789645,-79.25879,702,Clear,Daylight,Dry,Pedestrian Collisions
43.728345,-79.43379,795,Clear,Daylight,Dry,Pedestrian Collisions
43.728345,-79.43379,795,Clear,Daylight,Dry,Pedestrian Collisions
43.652892,-79.406253,425,Other,"Dark, artificial",Wet,Pedestrian Collisions
43.655145,-79.43359,1180,Rain,Dark,Wet,Pedestrian Collisions
43.714545,-79.23159,664,Clear,Daylight,Dry,SMV Other
43.667545,-79.52759,892,Clear,Daylight,Dry,SMV Other
43.686745,-79.59559,900,Clear,Daylight,Dry,Pedestrian Collisions
43.758545,-79.51119,10,Clear,Dark,Dry,Approaching
43.649345,-79.42079,1143,Clear,Dark,Dry,Pedestrian Collisions
43.696445,-79.45079,1204,Clear,Daylight,Dry,Turning Movement
43.667545,-79.52759,892,Clear,Daylight,Dry,SMV Other
43.655145,-79.43359,1180,Rain,Dark,Wet,Pedestrian Collisions
43.660445,-79.43239,1146,Clear,Daylight,Dry,Pedestrian Collisions
43.686745,-79.59559,900,Clear,Daylight,Dry,Pedestrian Collisions
43.777056,-79.347858,1330,Clear,"Dark, artificial",Dry,Pedestrian Collisions
43.758545,-79.51119,10,Clear,Dark,Dry,Approaching
43.777056,-79.347858,1330,Clear,"Dark, artificial",Dry,Pedestrian Collisions
43.660445,-79.43239,1146,Clear,Daylight,Dry,Pedestrian Collisions
43.649345,-79.42079,1143,Clear,Dark,Dry,Pedestrian Collisions
43.752745,-79.32639,1084,Clear,Dark,Dry,Cyclist Collisions
43.665345,-79.41649,1151,Clear,Daylight,Dry,Pedestrian Collisions
43.696445,-79.45079,1204,Clear,Daylight,Dry,Turning Movement
43.721545,-79.28499,1170,Clear,Daylight,Dry,Angle
43.842745,-79.22479,1405,Clear,Dark,Wet,Approaching
43.842745,-79.22479,1405,Clear,Dark,Wet,Approaching
43.842745,-79.22479,1405,Clear,Dark,Wet,Approaching
43.651496,-79.362697,907,Clear,Daylight,Dry,Angle
43.651496,-79.362697,907,Clear,Daylight,Dry,Angle
43.651496,-79.362697,907,Clear,Daylight,Dry,Angle
43.651496,-79.362697,907,Clear,Daylight,Dry,Angle
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.721445,-79.55809,1108,Clear,Dark,Dry,Pedestrian Collisions
43.769445,-79.28229,875,Clear,Daylight,Dry,Pedestrian Collisions
43.769445,-79.28229,875,Clear,Daylight,Dry,Pedestrian Collisions
43.769445,-79.28229,875,Clear,Daylight,Dry,Pedestrian Collisions
43.809817,-79.257663,1100,Clear,"Dark, artificial",Dry,Pedestrian Collisions
43.809817,-79.257663,1100,Clear,"Dark, artificial",Dry,Pedestrian Collisions
43.809817,-79.257663,1100,Clear,"Dark, artificial",Dry,Pedestrian Collisions
43.743645,-79.25129,484,Clear,Daylight,Dry,Approaching
43.743645,-79.25129,484,Clear,Daylight,Dry,Approaching
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.722045,-79.30799,680,Clear,Daylight,Wet,SMV Other
43.741045,-79.53989,544,Strong wind,Daylight,Ice,Pedestrian Collisions
43.741045,-79.53989,544,Strong wind,Daylight,Ice,Pedestrian Collisions
43.741045,-79.53989,544,Strong wind,Daylight,Ice,Pedestrian Collisions
43.704345,-79.40959,1258,Clear,Dark,Dry,Pedestrian Collisions
43.704345,-79.40959,1258,Clear,Dark,Dry,Pedestrian Collisions
